F98F F930
F854 0
F853 4
F853 0
F853 2
F854 0
F854 0
F854 2
F853 0
F852 2
F852 0
F854 0
F854 0
F853 3
F855 0
F858 0
F85B 0
F85D 0
F860 0
F863 1
F865 1
F864 0
F862 0
F862 0
F861 2
F860 8
F85E 0
F85D 9
F85D 0
F85C 0
F85A 0
F858 0
F858 0
F859 2
F85A 0
F85C 0
F85F 0
F861 5
F864 4
F866 1
F868 4
F86B 0
F86E 4
F871 8
F871 8
F871 4
F873 8
F871 4
F870 8
F870 0
F86F 0
F86E 2
F86F 0
F86F 0
F86F 4
F870 4
F871 0
F871 0
F873 1
F874 0
F877 0
F879 4
F87C 3
F87E 0
F87F 0
F881 2
F884 2
F882 2
F882 0
F882 0
F881 0
F880 1
F87F 0
F87D 0
F87C 3
F87B 1
F87B 0
F87D 0
F87D 8
F87E 8
F87F 2
F882 8
F885 0
F887 1
F889 0
F889 0
F88C 0
F88E 0
F88E 0
F88E 1
F88E 0
F88D 10
F88B 0
F88A 21
F888 21
F887 20
F887 28
F885 28
F883 8
F883 28
F884 20
F884 2A
F883 8
F885 28
F887 2A
F88A 0
F88C 1
F88E 1
F890 0
F891 0
F88F 0
F88E 0
F88D 0
F88D 18
F88C 9
F88A 8
F888 8
F886 8
F884 9
F882 9
F883 A
F882 8
F883 0
F885 0
F887 0
F889 5
F88D 4
F891 0
F894 0
F896 1
F897 0
F898 6
F897 24
F898 24
F896 20
F897 8
F897 2A
F895 22
F893 20
F893 1
F893 0
F892 0
F891 2
F891 4
F88F 0
F890 2
F890 0
F88F 0
F891 0
F891 0
F88F 1
F88C 0
F88A 0
F888 0
F887 0
F885 0
F883 0
F882 0
F882 20
F880 20
F87D 20
F87B 22
F87A 0
F87A 20
F879 0
F87A 20
F878 20
F877 20
F876 20
F875 20
F877 30
F878 0
F87A 30
F87C 30
F87E 0
F87F 4
F880 24
F880 20
F882 30
F883 0
F882 0
F880 14
F880 1
F881 0
F882 0
F882 0
F884 0
F885 0
F884 0
F886 0
F888 0
F88A 0
F88E 0
F892 0
F893 1
F895 0
F898 0
F898 0
F897 2
F898 0
F899 0
F898 0
F896 0
F895 0
F894 0
F891 0
F890 2
F890 2
F890 0
F890 0
F891 0
F892 0
F891 0
F890 0
F891 12
F892 0
F892 12
F892 12
F891 2
F890 21
F88E 20
F88C 20
F88A 20
F889 20
F887 24
F885 24
F883 0
F881 20
F881 0
F880 1
F87F 0
F87E 0
F87D 1
F87C 0
F87B 20
F87B 4
F87B 0
F87B 0
F87C 0
F87D 0
F87E 0
F87D 8
F87C 8
F87E 8
F87E A
F87E 0
F87E 0
F87C E
F87D C
F87E E
F87F 0
F881 0
F883 0
F884 C
F885 8
F889 9
F88C 28
F88E 0
F890 0
F892 4
F894 3
F895 0
F898 1
F897 0
F897 4
F897 4
F896 6
F895 0
F894 0
F894 0
F895 0
F893 0
F890 0
F88F 1
F88D 0
F88E 0
F891 0
F895 1
F894 0
F893 2
F894 0
F894 11
F893 10
F891 10
F891 10
F88F 1
F88C 14
F888 14
F886 0
F884 0
F882 11
F87F 20
F87F 4
F87E 14
F87D 10
F87D 14
F87D 14
F87D 0
F87D 21
F87E 21
F87E 2
F87E 0
F880 0
F881 0
F882 1
F881 0
F881 0
F882 0
F882 8
F881 A
F87E 8
F87A 0
F877 0
F875 10
F874 10
F874 10
F873 10
F872 0
F871 0
F871 1
F876 0
F879 4
F87B 0
F87D 0
F87C 0
F87C D
F87B D
F87B 0
F879 0
F877 1
F875 1
F872 0
F86F 0
F86C 10
F86A 10
F869 10
F868 10
F868 11
F868 4
F86A 0
F86D 0
F86F 0
F872 1
F873 9
F873 2
F875 8
F876 A
F876 8
F875 8
F873 A
F871 0
F86F C
F86C C
F869 8
F868 A
F866 8
F863 9
F860 0
F860 0
F85F 4
F85F 0
F85F 1
F85F 10
F861 8
F861 0
F861 10
F863 13
F863 0
F864 1
F865 8
F864 8
F861 0
F85F 0
F85D 0
F85B 0
F859 0
F855 1
F852 0
F851 1
F850 4
F850 3
F850 0
F850 0
F850 0
F851 0
F854 0
F857 0
F85A 0
F85B 0
F85B 0
F85B 0
F85B 0
F85A 0
F859 0
F858 0
F857 0
F853 0
F84E 0
F84A 0
F848 0
F847 0
F847 0
F847 0
F847 0
F848 0
F84B 1
F84D 4
F84F 0
F853 0
F855 0
F857 0
F857 0
F856 0
F853 0
F852 0
F851 0
F84F 0
F84C 0
F84A 0
F847 0
F844 0
F842 0
F843 0
F844 0
F843 0
F844 0
F846 0
F848 0
F849 0
F84B 0
F84C 0
F84F 0
F852 0
F852 0
F851 0
F84F 0
F84D 0
F84C 0
F84C 0
F84B 0
F849 0
F846 0
F844 0
F843 0
F842 0
F844 0
F845 0
F845 0
F846 0
F849 0
F84B 0
F84E 0
F850 0
F851 0
F852 0
F853 0
F854 0
F854 0
F853 0
F852 0
F853 0
F852 0
F850 0
F84E 0
F84B 0
F84A 0
F846 0
F842 0
F841 0
F844 0
F847 0
F84B 0
F84C 0
F84B 0
F84B 0
F84B 0
F849 0
F848 0
F846 0
F844 0
F842 0
F840 0
F83E 0
F83B 0
F837 0
F835 0
F834 0
F833 0
F835 0
F836 0
F836 0
F837 0
F838 0
F838 0
F839 0
F83B 0
F83C 0
F83D 0
F83F 0
F840 0
F83E 0
F83F 0
F83F 0
F840 0
F841 0
F843 0
F842 1
F841 0
F843 0
F845 0
F847 0
F849 0
F849 0
F84B 1
F84E 0
F850 0
F856 0
F859 0
F859 0
F85C 0
F85E 1
F862 0
F866 0
F866 0
F866 4
F867 0
F866 0
F865 0
F864 0
F864 0
F863 0
F863 0
F863 0
F863 0
F865 0
F867 0
F868 4
F86A 0
F86B 2
F86B 0
F86B 0
F86C 0
F86C 0
F86A 0
F867 1
F863 1
F860 6
F85C 2
F859 0
F856 0
F852 0
F850 0
F84E 0
F84D 0
F84D 0
F84B 0
F848 0
F84A 0
F849 0
F847 0
F847 0
F847 0
F846 0
F846 0
F846 0
F846 0
F843 0
F842 0
F843 0
F844 0
F845 0
F845 0
F846 0
F847 0
F848 0
F847 0
F848 0
F847 0
F848 2
F84A 0
F84D 0
F84F 0
F850 0
F851 0
F851 0
F852 0
F856 2
F858 0
F858 0
F858 0
F858 1
F859 0
F858 4
F854 4
F850 0
F84E 0
F84D 8
F84C 0
F84A 0
F848 0
F84A 1
F84C 0
F84E 0
F84D 0
F84D 0
F84E 0
F850 0
F84F 0
F84E 0
F84D 4
F84A 2
F846 0
F843 0
F83F 0
F83C 0
F838 0
F836 0
F835 0
F835 0
F835 0
F833 0
F833 0
F833 0
F834 0
F837 0
F837 0
F838 0
F839 0
F838 0
F837 0
F834 0
F831 0
F832 0
F831 0
F82F 0
F82E 0
F82C 0
F82A 0
F828 0
F827 0
F826 0
F826 0
F825 0
F826 0
F829 0
F82C 0
F82F 0
F831 0
F833 0
F834 0
F836 0
F839 0
F83A 0
F83B 0
F83A 0
F839 0
F838 0
F837 0
F835 0
F833 0
F833 0
F834 0
F834 0
F832 0
F834 0
F837 0
F83B 0
F83E 0
F840 0
F841 0
F842 0
F843 0
F844 0
F845 0
F842 0
F83F 0
F83D 0
F83B 0
F838 0
F835 0
F834 0
F832 0
F832 0
F832 0
F833 0
F835 0
F837 0
F839 0
F83D 0
F840 0
F842 0
F843 0
F845 0
F848 0
F849 0
F849 0
F848 0
F848 0
F846 0
F846 0
F844 0
F841 0
F840 0
F840 0
F842 0
F845 0
F848 0
F849 0
F84C 0
F84E 0
F850 0
F851 0
F854 0
F856 0
F855 0
F855 0
F856 0
F854 0
F853 0
F851 1
F84F 1
F84C 0
F84A 0
F847 0
F844 1
F841 1
F83E 0
F83E 0
F83F 0
F840 0
F843 0
F845 0
F849 0
F84D 0
F850 0
F855 0
F857 0
F858 4
F856 0
F854 0
F852 8
F84F 8
F84C 8
F849 8
F849 C
F848 E
F847 0
F848 0
F849 2
F84C 2
F84F 1
F852 0
F857 0
F85A 0
F85C 0
F85E 0
F861 0
F861 8
F860 8
F85E 0
F85B 3
F857 2
F853 4
F851 8
F84E 0
F84C 1
F84C 0
F84B 10
F84A 0
F84A 0
F84D 4
F84F 0
F84D 0
F84E 7
F851 4
F853 4
F856 4
F859 0
F85B 3
F85A 0
F85A 0
F85A 0
F85A 9
F859 A
F857 8
F857 A
F855 8
F853 8
F852 0
F84F 0
F84E 5
F84D 0
F84B 0
F84C 2
F84C 0
F84D 0
F84E A
F850 8
F851 8
F853 2
F853 8
F852 8
F851 C
F84F 0
F84D 0
F84B 0
F847 0
F841 2
F83C 0
F839 1
F836 4
F832 0
F832 0
F834 4
F835 4
F837 0
F83A 0
F83D 0
F83F 0
F841 0
F841 0
F842 0
F845 0
F845 0
F843 0
F841 0
F83E 0
F83E 4
F83E 0
F83E 8
F83E 0
F83F 8
F840 0
F843 2
F846 0
F84A 0
F84B 1
F84D 0
F84F 1
F853 0
F857 0
F85A 1
F85C 0
F85E 0
F85F 4
F85F 10
F862 10
F863 2
F865 1
F866 8
F865 4
F865 8
F865 8
F863 2
F861 0
F861 0
F862 0
F862 0
F863 0
F866 0
F868 8
F86A 0
F86C 0
F86F 0
F870 2
F872 0
F875 0
F874 0
F872 2
F86F 0
F86B 0
F869 0
F865 1
F862 0
F861 0
F85C 0
F857 4
F854 0
F852 4
F853 4
F854 0
F854 0
F854 0
F854 0
F855 8
F854 0
F854 8
F853 2
F850 2
F84B 0
F847 0
F845 0
F844 0
F844 0
F845 0
F845 0
F846 7
F849 6
F84A 0
F84D 1
F84F 2
F850 2
F852 0
F854 1
F858 0
F85B 0
F85D 0
F85D 0
F85F 10
F862 0
F864 10
F865 0
F867 10
F86A 0
F86E 0
F870 1
F870 4
F86F 4
F86F 0
F86F 0
F86E 0
F86D 8
F86D 0
F86E 0
F870 2
F874 0
F875 4
F877 4
F879 0
F87B 0
F87D 4
F87E 0
F87E 0
F87C 0
F87A 8
F878 0
F875 0
F870 0
F86D C
F86B 1
F867 0
F863 0
F862 0
F863 0
F867 0
F86B 0
F86F 0
F871 1
F872 0
F874 4
F876 4
F879 2
F87A 8
F87B 0
F879 0
F878 8
F876 C
F873 0
F872 0
F870 0
F870 4
F870 0
F873 0
F877 0
F879 0
F879 0
F87B 1
F87F 0
F882 0
F884 4
F886 0
F887 0
F888 0
F888 4
F889 0
F889 0
F88A 0
F88C 0
F88F 8
F892 0
F890 20
F88E 0
F88D 0
F88C 0
F88C 0
F88B 0
F888 0
F887 4
F889 4
F88B 6
F88D 0
F88F 0
F892 0
F896 4
F899 4
F89B 4
F89E 0
F89E 0
F89E 0
F89D 8
F89A 8
F896 C
F893 0
F88F 0
F88B A
F887 0
F883 0
F883 1
F883 0
F884 0
F886 0
F887 0
F88A 0
F88C 1
F88D 20
F890 0
F892 30
F893 0
F891 0
F88D 0
F88A 1
F887 0
F884 4
F885 4
F885 5
F883 4
F882 20
F881 24
F880 24
F881 0
F882 0
F881 0
F882 20
F884 0
F885 20
F885 0
F886 5
F886 0
F886 10
F886 0
F885 0
F885 0
F884 1
F885 1
F883 0
F880 0
F87D 3
F87A 0
F877 0
F874 1
F870 0
F86D 0
F869 0
F868 0
F86A 0
F86C 0
F86C 2
F86E 0
F86F 0
F872 0
F874 4
F878 0
F87A 0
F877 0
F875 0
F872 0
F86E 4
F86A 10
F865 12
F860 0
F85D 0
F85A 20
F859 0
F85A 0
F85C 0
F85E 0
F862 21
F866 22
F86B 20
F86E 20
F870 3
F874 20
F878 1
F878 20
F877 20
F874 1
F870 20
F871 8
F870 8
F86E 1
F86D 0
F86C 0
F86A 0
F86C 0
F86F 20
F870 20
F871 8
F872 0
F876 0
F87A 0
F87C 4
F87D 0
F87F 4
F87F 0
F880 0
F880 3
F881 0
F883 0
F884 0
F886 0
F887 0
F884 0
F881 2
F87F 0
F87F 0
F87F 0
F87E 8
F87C 1
F87A 0
F87B 3
F87F 3
F881 1
F882 1
F885 0
F888 0
F88B 0
F88D 0
F88D 0
F88A 8
F887 2
F885 0
F880 0
F87C 0
F877 0
F873 0
F86E 0
F86C 1
F86B 0
F86D 2
F871 2
F873 0
F876 0
F879 4
F87C 0
F880 0
F882 0
F884 2
F886 0
F886 0
F883 0
F87E 0
F87A 20
F875 1
F875 20
F875 20
F874 22
F873 20
F874 20
F876 0
F87A 10
F87E 2
F880 4
F882 2
F885 A
F888 8
F88C 9
F88E 8
F88C 8
F88A 1
F88A 2
F88A 0
F88B 4
F88A 2
F889 1
F889 3
F88A 4
F88B 4
F88B 2
F88A 0
F889 0
F889 0
F887 0
F885 1
F883 6
F883 0
F887 0
F889 10
F88A 4
F88B 0
F88A 0
F88C 0
F890 0
F891 0
F88E 8
F889 A
F884 0
F87F 1
F87B 0
F875 4
F86F 0
F86B 4
F868 0
F866 4
F865 8
F865 9
F865 2
F866 0
F867 0
F869 1
F86A 0
F86B 0
F86A 0
F86A 1
F868 1
F864 8
F860 8
F85B 0
F857 0
F854 3
F853 8
F851 9
F84E 8
F84D 8
F850 8
F856 0
F85A 2
F85C 8
F85D 8
F861 8
F866 0
F86A 0
F86E 0
F86D 0
F86C 8
F86E C
F86F C
F870 A
F871 A
F871 0
F872 2
F874 0
F874 0
F873 0
F873 0
F872 A
F872 0
F873 8
F874 4
F872 0
F871 0
F874 6
F876 1
F877 0
F87A 0
F87C 8
F87C 8
F87E 8
F87F 10
F87D 0
F87C 2
F878 0
F877 0
F873 4
F86F 10
F86C 14
F866 14
F862 2
F860 0
F861 10
F862 14
F865 10
F867 0
F869 0
F86E 0
F871 0
F872 0
F873 0
F873 0
F872 0
F86F 0
F86B 0
F868 0
F864 0
F862 4
F861 4
F85E 0
F85D 0
F85D 1
F85D 0
F85E 0
F860 0
F861 4
F862 0
F864 0
F867 0
F869 2
F86A 2
F86A 0
F868 0
F866 0
F866 0
F869 0
F86A 0
F869 0
F86B 0
F86C 0
F86D 4
F86F 6
F871 10
F871 10
F86E 10
F86D 8
F86C 0
F86C 0
F86D 4
F86E 0
F86E 0
F86F 1
F871 1
F873 1
F873 1
F875 4
F876 4
F875 0
F872 0
F86E 1
F86A 0
F866 0
F861 1
F85C 0
F857 0
F851 0
F850 0
F850 0
F851 0
F851 9
F853 0
F856 0
F859 5
F85B 2
F85E 0
F861 0
F862 0
F861 0
F85D 0
F859 0
F855 0
F852 0
F84F 0
F84C 1
F84A 0
F849 0
F849 0
F84B 0
F84F 0
F853 0
F856 0
F858 0
F85C 0
F85F 0
F862 0
F865 0
F864 0
F863 0
F861 2
F861 0
F860 0
F85F 0
F860 2
F85F 0
F85C 4
F859 1
F858 0
F856 0
F854 0
F852 0
F850 10
F851 10
F852 10
F851 10
F84F 10
F84F 4
F851 2
F853 0
F857 2
F859 4
F85B 4
F85C 0
F85D 0
F85D 8
F85C 0
F859 0
F856 4
F853 0
F850 0
F84E 10
F84D 4
F84E 0
F850 0
F853 1
F857 0
F85B 0
F85F 0
F864 2
F869 4
F86E 4
F873 0
F874 4
F876 2
F875 1
F872 0
F870 0
F870 2
F870 0
F86F 0
F86D 2
F86A 0
F869 A
F86A 8
F86A 8
F86C 0
F86E 0
F872 12
F875 10
F877 10
F87B 1
F87B 10
F87C 0
F87D 10
F87C 10
F87C 14
F87A 14
F87A 14
F87C 10
F87D 11
F87C 0
F87A 10
F879 10
F878 4
F877 10
F873 0
F870 0
F870 0
F870 1
F86F 0
F870 0
F870 0
F872 1
F873 2
F873 0
F875 0
F876 0
F874 0
F872 0
F86F 0
F86A 9
F865 0
F860 0
F85C 0
F857 0
F852 8
F84E 8
F84D 8
F84C 8
F84C 4
F84D 0
F84F 0
F851 1
F854 0
F859 0
F85F 4
F861 0
F862 0
F862 0
F861 0
F85E 0
F85A 1
F857 0
F858 0
F859 0
F858 0
F855 0
F854 2
F856 0
F85A 4
F85D 0
F85F 0
F863 0
F867 0
F86C 0
F871 0
F874 0
F873 2
F871 1
F871 0
F874 0
F876 0
F876 0
F875 0
F874 0
F872 4
F870 0
F86F 12
F86F 0
F870 0
F86F 12
F86F 0
F86F 11
F86F 10
F870 2
F874 0
F878 0
F87B 0
F87E 0
F881 0
F881 2
F881 10
F882 10
F884 11
F883 10
F87F 12
F879 0
F873 10
F86F 18
F86D 18
F86D 14
F86A 12
F866 0
F864 0
F866 3
F86B 0
F86C 2
F86D 0
F86E 0
F86E 0
F871 8
F872 8
F871 1
F86D 0
F868 0
F864 4
F862 0
F861 0
F85F 0
F85B 0
F857 0
F855 0
F855 0
F856 0
F857 0
F858 0
F85B 5
F860 1
F867 0
F86E 0
F875 0
F879 0
F87B 1
F87B 12
F879 10
F879 10
F878 10
F876 10
F876 6
F875 0
F876 0
F879 0
F87C 0
F880 C
F884 0
F88B 0
F892 0
F894 2
F895 1
F896 10
F898 12
F897 10
F897 0
F897 0
F896 0
F895 0
F895 0
F894 0
F891 0
F88E 0
F88A 0
F885 0
F880 2
F87D 1
F87A 0
F87A 1
F87C 1
F87C 0
F87D 0
F87F 10
F880 14
F881 0
F882 0
F885 1
F889 5
F889 4
F88A 0
F886 0
F880 0
F87C 4
F876 0
F86E 0
F868 0
F864 1
F863 4
F863 1
F863 2
F863 3
F864 0
F867 2
F86D 0
F873 4
F877 4
F878 0
F876 0
F873 10
F871 10
F870 18
F86C 10
F866 0
F85F 0
F85C 0
F85F 1
F867 0
F86B 0
F86B 0
F86D 4
F871 6
F878 8
F87D 1
F87D 4
F87A 0
F876 4
F876 0
F878 0
F874 4
F86D 0
F867 4
F865 0
F867 0
F86D 2
F872 0
F873 0
F873 A
F874 1
F876 0
F87A 10
F878 10
F870 11
F863 1
F855 0
F84A 0
F83E 8
F82F 0
F81D 0
F812 0
F810 0
F815 10
F81B 1
F822 0
F82A 0
F833 0
F845 0
F85D 0
F870 0
F87A 0
F880 0
F885 0
F88C 0
F894 0
F89C 10
F89D 10
F892 0
F884 4
F880 0
F884 0
F885 C
F87E 0
F870 0
F863 0
F860 0
F868 4
F86D 0
F869 0
F861 40
F85D 0
F861 18
F86A 10
F86C 0
F869 0
F862 0
F856 0
F84B 0
F845 0
F842 10
F839 0
F823 0
F80A 0
F7FD 0
F7FD 0
F806 0
F80C 0
F80A 0
F808 0
F817 0
F837 0
F85A 0
F875 0
F889 0
F89E 0
F8B1 0
F8BF 0
F8C8 0
F8CC 4
F8C6 0
F8B5 0
F8A3 0
F89C 18
F89D 5
F89C 0
F890 0
F882 0
F87C 1
F881 0
F88B 8
F88F 0
F888 0
F87E 0
F878 2
F874 10
F86D 0
F862 2
F85C 0
F85A 1
F858 6
F854 20
F851 0
F855 0
F858 0
F855 0
F84E 0
F850 0
F85D 0
F86C 0
F871 0
F86F 0
F870 0
F87A 0
F889 0
F895 0
F89D 0
F8A7 0
F8B5 0
F8C3 8
F8C9 8
F8C6 4
F8C4 1
F8C5 0
F8C1 20
F8BC 20
F8B8 0
F8B5 2
F8AF 48
F8A6 8
F89E 46
F89C 0
F89E 58
F8A0 5C
F898 40
F88C 0
F884 0
F880 60
F879 20
F86C 48
F85B 0
F84B 2
F842 18
F83B 0
F834 C
F82C 0
F829 21
F829 11
F82B 0
F830 0
F838 10
F844 12
F84C 0
F84F 1
F853 0
F85A 0
F865 0
F86B 0
F868 0
F861 0
F85F 0
F866 0
F86C 0
F867 0
F85E 0
F85B 0
F85C 0
F85D 1
F85D 2
F85D 8
F860 0
F85F 8
F85E 0
F863 2
F86D 0
F878 0
F883 10
F88A 10
F88B 3
F88D 0
F893 4
F894 4
F887 12
F874 0
F86A 4
F869 10
F869 0
F865 0
F860 0
F85A 0
F857 5
F856 0
F85B 1
F860 10
F861 0
F863 0
F866 5
F86B 9
F873 0
F878 0
F879 2
F877 11
F875 10
F878 0
F880 0
F87F 0
F873 0
F864 0
F85D 0
F85E 0
F861 0
F85E 0
F859 0
F859 0
F85F 0
F867 0
F86A 0
F866 0
F85F 0
F85D 0
F860 0
F866 0
F86D 0
F871 0
F86D 10
F864 4
F85C 4
F85C 1
F861 3
F860 0
F856 4
F84F 0
F852 4
F85A 0
F865 0
F86D 10
F870 0
F873 1
F87E 19
F88C 10
F893 16
F891 0
F888 10
F87C 2
F870 0
F86A 0
F86A 0
F86A 0
F869 20
F869 4
F86F 0
F874 0
F876 0
F871 0
F864 0
F854 0
F846 0
F83B 0
F831 0
F826 0
F81F 0
F81D 0
F81F 0
F825 0
F82D 0
F83A 0
F847 0
F853 0
F861 0
F876 0
F88F 0
F8A5 0
F8B4 1
F8C1 0
F8CF 28
F8E2 2
F8F5 40
F8FF 40
F8FD 42
F8F5 0
F8EF 82
F8EC A0
F8E8 1
F8DF 1
F8CE 0
F8B3 80
F88C 94
F859 80
F820 0
F7E7 80
F7B8 90
F794 0
F77A 0
F76F 2
F770 10
F77E 0
F79B 0
F7C3 0
F7F1 0
F824 0
F857 0
F87F 0
F893 0
F890 0
F87C 0
F85E 0
F841 0
F833 0
F832 0
F83B 0
F84F 0
F870 0
F89D 0
F8C4 0
F8DC 0
F8E3 0
F8E3 4
F8E6 25
F8E9 1F
F8E6 0
F8D2 0
F8B4 20
F89F 0
F89A 27
F89C 0
F896 4
F888 0
F876 82
F866 80
F85B 0
F84F 0
F839 0
F81B 0
F7F8 0
F7D2 0
F7B4 18
F7A0 11
F794 0
F78E 0
F793 0
F7B1 0
F7E3 0
F81E 0
F859 0
F887 0
F8AC 0
F8D0 0
F8F0 0
F905 0
F909 0
F905 0
F8FD 0
F8ED 0
F8D5 0
F8BB 0
F8A2 1
F890 0
F884 0
F87C 0
F874 0
F86B 40
F861 40
F85B 50
F85A 0
F85E 0
F864 20
F866 10
F85E 40
F84F 20
F83B 0
F828 4
F81B 1
F812 0
F810 8
F815 0
F820 0
F82A 0
F835 0
F841 0
F84B 0
F84C 0
F843 0
F837 1
F830 1
F830 8
F836 0
F844 0
F859 0
F874 0
F893 0
F8B3 0
F8CF 0
F8E7 0
F8F8 0
F901 0
F905 6
F903 0
F8FA 8
F8EB 14
F8D5 A
F8B8 0
F897 2
F877 0
F85B 8
F841 0
F82B 0
F81B 10
F815 2
F816 0
F818 4
F81D 8
F824 0
F828 0
F827 20
F821 0
F81B 8
F816 20
F812 2
F811 0
F813 0
F81D 0
F82D 2
F841 0
F856 10
F86C 0
F87E 18
F88C 0
F892 0
F88E 0
F884 5
F878 1
F870 2
F86D 0
F86E 0
F871 0
F877 0
F87F 0
F886 0
F890 0
F89A 0
F8A1 0
F8A4 0
F8A1 0
F89C 0
F892 0
F883 0
F875 0
F863 0
F852 0
F842 0
F835 0
F82B 0
F825 0
F825 0
F82A 0
F833 0
F83E 0
F849 2
F855 11
F85E C
F861 8
F85E 0
F857 8
F84B 4
F83E 40
F834 0
F82E A
F82E 0
F833 60
F83E 51
F84D 4
F85F 0
F874 0
F889 0
F899 0
F8A3 0
F8A1 4
F894 0
F884 0
F872 0
F863 0
F856 0
F84C 0
F848 0
F847 0
F84A 0
F84D 0
F84D 0
F84A 0
F842 0
F83A 0
F830 0
F822 0
F813 0
F804 0
F7FB 0
F7FB 0
F800 0
F80B 0
F81A 0
F828 0
F837 2
F84A 0
F861 0
F874 0
F882 0
F891 2A
F8A0 4
F8AA 4
F8AC 0
F8A5 0
F899 0
F88F 4
F889 0
F887 0
F887 40
F887 50
F887 44
F88B 0
F895 4
F89E 1
F8A4 8
F8A1 0
F897 0
F88A 0
F87E 0
F871 0
F85D 0
F842 0
F829 0
F816 0
F80A 0
F805 0
F803 0
F803 0
F808 0
F810 0
F819 0
F81E 0
F81F 0
F81E 0
F81A 0
F819 0
F819 0
F81B 0
F822 0
F82C 0
F83A 0
F84A 0
F85A 0
F869 0
F876 1
F87E 5
F880 3
F87E 52
F878 10
F871 4
F86C 40
F864 20
F859 0
F84E 0
F846 0
F844 8
F846 0
F848 0
F849 0
F84C 0
F856 0
F863 0
F86A 0
F867 0
F85D 0
F853 0
F84A 0
F840 0
F832 0
F81D 0
F80B 0
F801 0
F802 0
F808 0
F809 0
F806 0
F800 0
F7FE 0
F802 0
F809 0
F80B 0
F804 0
F7FD 0
F805 0
F813 0
F820 0
F82A 0
F833 0
F840 0
F84E 0
F85B 10
F865 10
F86A 2
F86A 0
F86A 4
F86D 10
F86E 10
F86E 8
F86E 1
F86A 1
F866 2
F866 0
F86A 0
F871 2
F873 8
F870 8
F86B 0
F866 0
F862 0
F85F 8
F856 0
F849 0
F83C 0
F831 0
F827 0
F81E 0
F815 0
F80B 0
F7FE 0
F7F4 0
F7F2 0
F7F2 0
F7F0 0
F7EE 0
F7F1 0
F7F7 0
F7FB 0
F7FF 0
F804 0
F805 0
F805 0
F808 0
F812 0
F81D 0
F827 0
F832 0
F83F 0
F84E 0
F860 0
F874 0
F887 8
F892 21
F898 0
F89B 22
F8A0 1
F8A9 0
F8AC 0
F8A9 8
F8A1 0
F89A 8
F896 40
F891 40
F88A 0
F87E 48
F86C 2
F85B 0
F850 1
F84A 4
F848 0
F845 10
F83E 0
F836 0
F832 0
F833 0
F836 0
F835 0
F829 0
F818 0
F80B 0
F805 0
F805 0
F805 0
F803 0
F808 0
F812 0
F818 0
F818 0
F818 0
F815 0
F80D 0
F80A 0
F813 0
F826 0
F838 0
F845 0
F853 0
F869 0
F882 0
F895 0
F89F 0
F8A0 0
F8A1 0
F8AA 0
F8AF 10
F8AA 0
F89A 0
F884 32
F876 0
F874 E
F87C 0
F87D 1
F86B 0
F84F 0
F83C 9
F840 20
F84E 20
F851 3
F83C 11
F821 0
F81F 0
F837 0
F84F 0
F850 0
F83C 0
F82D 0
F82E 0
F837 0
F83C 0
F837 0
F824 0
F80F 0
F806 0
F80A 0
F80E 0
F80D 0
F807 0
F805 0
F810 0
F829 0
F845 0
F857 0
F865 0
F87A 0
F898 0
F8B2 0
F8BF 0
F8C3 0
F8BE 0
F8AA 9
F88C 1
F878 0
F870 0
F865 28
F853 0
F845 1
F84B 14
F859 20
F869 4
F874 0
F87F 0
F88F 20
F89E 0
F8A7 0
F8A3 0
F898 0
F88C 4
F880 0
F87D 14
F87E 10
F879 0
F871 0
F870 12
F878 10
F87D 0
F87A 0
F876 0
F873 0
F870 0
F870 0
F879 0
F882 8
F885 12
F881 0
F87E 0
F879 0
F870 0
F870 0
F882 0
F89A 0
F8A7 0
F8A6 0
F89C 0
F890 8
F883 2
F86F 0
F858 0
F840 11
F826 18
F814 10
F81A 8
F836 6
F84D 4
F854 0
F859 0
F863 0
F86C 10
F871 8
F878 0
F87B 10
F86F 1
F85B 0
F849 0
F83D 0
F831 10
F825 0
F823 0
F829 4
F82C 0
F82A 0
F828 0
F826 0
F828 0
F82B 2
F82A 3
F823 4
F815 0
F805 0
F800 0
F80B 0
F81E 0
F825 0
F81C 0
F816 0
F828 0
F84B 0
F86A 0
F879 0
F87A 0
F877 0
F87D 2
F891 0
F8AD 0
F8BE 0
F8BD 0
F8B4 1
F8B1 40
F8B6 4
F8C2 11
F8CE 21
F8D2 20
F8CD 20
F8C7 0
F8C8 10
F8C7 8
F8B6 40
F894 82
F870 80
F854 84
F83E 0
F830 0
F82D 0
F82E 0
F828 C
F82A 0
F844 0
F873 0
F8A1 0
F8BA 0
F8C3 0
F8C8 0
F8C6 0
F8BF 0
F8BB 0
F8B6 0
F8AE 0
F8A4 0
F8A6 0
F8BA 0
F8D1 0
F8E0 0
F8EA C
F8F2 0
F8F9 0
F8FB 0
F8F7 0
F8E8 2
F8D2 0
F8C5 10
F8C8 10
F8CF 1
F8D2 0
F8D8 0
F8E5 2
F8F4 0
F902 44
F907 0
F901 0
F8E7 0
F8BB 0
F894 50
F87E 41
F870 0
F860 1
F851 0
F84A 2
F84D 0
F855 0
F859 0
F865 0
F87C 0
F897 0
F8B0 0
F8BE 0
F8C4 0
F8C8 0
F8D4 0
F8E5 1
F8EE 1
F8E3 0
F8C6 18
F8A3 0
F88C 0
F881 2
