F98F F930
F877 18
F86A 0
F859 0
F84B 20
F847 0
F849 8
F84F 1
F856 0
F85A 0
F856 0
F84F 2
F84D 0
F84B 0
F83D 2
F828 0
F818 10
F815 0
F81A 4
F821 0
F824 0
F81A 0
F807 0
F7FE 0
F808 0
F813 0
F808 0
F7EA 0
F7CD 0
F7C3 0
F7D0 0
F7E8 0
F7FE 0
F808 0
F805 0
F808 0
F81A 0
F82F 0
F837 0
F834 0
F832 0
F830 0
F829 0
F81F 0
F818 0
F80D 0
F7FF 0
F7F5 0
F7F3 0
F7F5 0
F7F1 A
F7EF 0
F7F8 2
F80B 8
F81C 0
F825 2
F82A 0
F830 0
F83D 0
F84B 0
F84D 0
F83F 21
F82F 20
F832 0
F846 0
F859 50
F862 0
F863 0
F865 0
F86F 1
F882 4
F88E 8
F889 0
F877 8
F869 12
F865 0
F864 8
F864 0
F864 0
F86D 0
F878 0
F883 0
F88F 0
F8A0 0
F8AE 0
F8B3 0
F8B1 0
F8AD 0
F8A6 0
F8A2 0
F8A4 0
F8AC 0
F8AD 0
F8A5 0
F8A0 1
F8A6 0
F8B2 0
F8BF 0
F8C9 0
F8D0 0
F8D4 0
F8DB 0
F8EC 4
F903 0
F913 30
F91C 82
F927 84
F932 80
F939 83
F939 0
F933 0
F932 1A
F938 4
F940 0
F940 8
F936 4
F92B 0
F925 0
F929 0
F936 0
F93D 2
F933 20
F924 0
F920 10
F928 10
F92C 40
F921 6
F90F 44
F901 1
F8FC 0
F8FA 4
F8F3 0
F8E1 2
F8CA 2
F8B4 0
F89F 4
F88E 0
F87D 10
F869 10
F85F 15
F866 0
F873 0
F875 0
F870 29
F86F 0
F87B 8
F88A 4
F88E 3
F88A 0
F87F 0
F873 4
F873 1
F87B 4C
F87E 0
F872 40
F860 0
F859 4
F860 0
F86A 0
F86B 20
F868 24
F868 0
F86A 0
F86B 2
F869 0
F85F 13
F850 10
F844 4
F83C 2
F835 0
F826 0
F810 0
F7F9 0
F7E7 0
F7D5 0
F7C4 0
F7BB 0
F7B4 0
F7AD 0
F7A5 0
F7A1 0
F79E 0
F79A 0
F797 0
F79A 0
F79C 0
F798 0
F793 0
F798 0
F7AA 0
F7C0 0
F7D4 0
F7E4 0
F7F0 0
F7F8 0
F802 0
F80B 1
F80E 0
F803 0
F7F4 15
F7EB 10
F7EF 9
F7FB 1
F806 2
F80D 1
F812 0
F81C 2
F831 0
F848 4
F857 3
F85B 0
F856 0
F851 4
F84F 0
F852 0
F859 0
F863 0
F86B 2
F873 0
F87E 0
F889 0
F88D 0
F88A 0
F882 8
F877 0
F868 0
F854 0
F842 1
F837 1
F82E 0
F822 0
F816 18
F812 1
F817 8
F821 1
F833 0
F84E 0
F86F 0
F88C 0
F8A1 0
F8B0 0
F8BD 0
F8C8 0
F8CE 4
F8CD 8
F8CF 0
F8DD 2
F8F2 0
F909 4
F91E 0
F932 0
F944 2
F954 0
F961 22
F970 1
F97C 0
F97F 10
F973 0
F95D 20
F94C B0
F948 C0
F945 0
F93A C0
F923 C0
F90E A4
F90A 80
F917 5
F923 0
F91C 0
F906 0
F8EC 2
F8D7 68
F8C9 4
F8B6 0
F897 8
F870 10
F851 22
F83F 0
F837 0
F82C 0
F81C 0
F813 0
F815 0
F81D 0
F828 0
F833 0
F83C 0
F842 0
F84D 0
F85D 0
F869 0
F86D 0
F86F 0
F87A 0
F88B 0
F896 0
F898 0
F898 0
F89B 0
F89B 0
F891 0
F885 0
F87E 0
F87E 9
F87B 40
F86E 41
F85C 0
F84F 0
F84D 1
F84E 10
F849 8
F83C 0
F832 0
F835 10
F843 1
F846 0
F82F 0
F807 1
F7E1 20
F7CA 20
F7BF 0
F7B6 0
F7A6 8
F795 0
F78D 0
F793 0
F7A2 0
F7AB 0
F7AA 0
F7A7 0
F7AA 0
F7B0 0
F7B7 0
F7C0 0
F7C8 0
F7CD 0
F7D2 0
F7DB 0
F7E7 0
F7F5 0
F802 0
F80C 0
F815 0
F81B 0
F818 0
F81B 0
F826 0
F82C 0
F826 0
F81D 0
F81E 0
F824 0
F827 2
F82B 1
F831 1
F837 0
F840 1
F850 0
F864 0
F86B 0
F86B 0
F870 0
F87F 0
F88C 4
F893 12
F899 0
F8A0 0
F8A4 0
F8A1 8
F89B 0
F895 9
F895 0
F89E 40
F8AB 42
F8B7 45
F8BA 8
F8B4 10
F8B1 0
F8B9 10
F8C8 10
F8CF 10
F8CB 4
F8C6 0
F8C0 0
F8BF 0
F8C5 0
F8C8 0
F8C8 0
F8C5 0
F8C1 0
F8BD 0
F8B6 0
F8B0 0
F8AC 4
F8A9 0
F8A6 0
F8A4 0
F8A6 0
F8AA 0
F8AD 1
F8AC E
F8AA 1
F8B2 B
F8C6 20
F8D8 20
F8D7 22
F8CD 20
F8CB 24
F8D7 0
F8E3 0
F8E0 1
F8CF 8
F8BC 0
F8B2 4
F8B4 10
F8BC 0
F8BB 48
F8AD 40
F89B 0
F88D 0
F888 0
F88C 2
F893 0
F894 10
F88F 28
F890 0
F89D 0
F8A5 8
F89D 0
F88A 0
F874 0
F860 0
F84B 0
F835 0
F82A 0
F82B 0
F827 0
F817 0
F801 0
F7F4 0
F7F3 0
F7F7 0
F7FA 0
F7F9 0
F7F0 0
F7EA 0
F7ED 0
F7EE 0
F7E7 0
F7E1 0
F7EA 0
F7FA 0
F809 0
F81B 0
F82C 0
F833 0
F82C 0
F81C 0
F810 0
F801 11
F7EE 1A
F7DD 14
F7D2 8
F7CA 2
F7C3 8
F7C5 0
F7DA 0
F7F0 0
F7F8 0
F7F3 0
F7F1 0
F7FE 0
F80F 0
F81C 0
F819 0
F804 0
F7EC 0
F7E6 0
F7F2 0
F7FC 0
F7F3 0
F7E1 0
F7DD 0
F7ED 0
F802 0
F804 0
F7F9 0
F7ED 0
F7F0 0
F807 0
F81D 0
F820 0
F818 0
F817 0
F823 1
F836 2
F845 0
F84B 0
F844 3
F836 0
F822 0
F80C 0
F7F8 0
F7EB 0
F7E5 0
F7E5 0
F7E9 0
F7EB 0
F7F2 0
F807 0
F825 0
F84B 0
F876 0
F8A4 0
F8D1 0
F8EE 0
F8F4 0
F8EE 0
F8E8 0
F8DE 2
F8C9 21
F8AA 4
F88D 2
F87C 0
F882 2
F897 0
F8A9 5
F8AC A
F8A4 0
F89A 0
F893 0
F893 5
F892 0
F885 10
F871 10
F868 2
F86C 60
F872 0
F872 6
F86A 0
F85D 0
F84D 0
F83F 0
F82F 0
F81C 0
F809 0
F7F4 0
F7D8 0
F7B8 0
F7A2 0
F79F 0
F7A9 0
F7BA 0
F7CB 0
F7E7 0
F816 0
F84C 0
F879 0
F896 0
F8A7 0
F8B6 0
F8C1 0
F8C3 0
F8B3 0
F893 0
F875 0
F866 10
F864 12
F861 0
F855 1
F84F 4
F859 20
F868 1
F871 5
F86E 80
F867 80
F868 8
F869 4
F868 4
F861 0
F852 0
F83D 0
F829 60
F81B 8
F810 0
F7FF 32
F7ED 10
F7E5 0
F7E4 0
F7E8 0
F7E6 0
F7E2 0
F7E1 0
F7E1 0
F7DD 0
F7D3 0
F7CA 0
F7CA 0
F7D6 0
F7EB 0
F7FD 0
F807 0
F80D 0
F819 0
F827 0
F82C 0
F827 0
F821 0
F823 0
F822 0
F81A 0
F808 0
F7FA 0
F800 0
F818 0
F837 0
F848 0
F84E 0
F859 0
F86D A
F87D 1
F881 7
F878 0
F871 14
F876 0
F883 0
F88D 0
F88D 0
F886 8
F87F 0
F87C 0
F87F 0
F886 0
F891 10
F89F 0
F8AC 20
F8B6 1
F8BE 2
F8C5 0
F8CC 10
F8D5 F
F8D9 0
F8D9 1
F8D0 0
F8C5 0
F8BE 8
F8BD 0
F8B9 0
F8B1 0
F8AA 0
F8A2 0
F899 0
F895 0
F895 0
F88D 0
F87C 0
F867 0
F856 0
F848 0
F83B 0
F832 0
F833 0
F83D 0
F84B 0
F85E 0
F875 0
F88D 2
F8A1 10
F8B7 2
F8D3 10
F8EC 0
F8F5 1
F8EE 4
F8E3 1
F8DD 0
F8D9 2
F8D3 0
F8C8 2
F8B6 0
F8A5 0
F8A0 0
F8A8 0
F8B4 0
F8BE 1
F8C7 0
F8D2 0
F8DD 0
F8EB 0
F8F9 0
F8F8 0
F8E4 0
F8C3 8
F8A6 20
F896 1
F88A 0
F879 0
F862 0
F847 0
F82F 0
F81E 0
F813 0
F809 0
F7F9 0
F7E7 0
F7E0 0
F7E5 0
F7E9 0
F7E0 0
F7D8 0
F7DD 0
F7F3 0
F817 0
F839 0
F843 0
F838 0
F837 0
F846 0
F854 0
F84D 0
F835 8
F821 8
F823 0
F836 10
F84C 40
F854 0
F84A 0
F83E 4
F840 0
F84F 2
F864 0
F86D 0
F867 0
F85D 10
F85C 4
F861 0
F862 0
F853 1
F831 0
F80E 0
F7FB 0
F7F8 0
F7F3 0
F7E7 0
F7D5 0
F7C3 0
F7BB 0
F7BB 0
F7BD 0
F7C0 0
F7C8 0
F7CF 0
F7D3 0
F7DC 0
F7ED 0
F7FB 0
F7FD 0
F7F6 0
F7F0 0
F7EF 0
F7F2 0
F7F7 0
F7FF 0
F80B 0
F818 0
F81D 0
F816 0
F80C 0
F802 0
F7FC 0
F802 0
F80C 0
F810 0
F818 0
F82D 0
F848 0
F859 0
F85F 0
F86A 0
F877 0
F87B 0
F87C 0
F882 4
F888 1
F887 0
F87D 0
F870 0
F860 0
F84E 2
F83B 4
F827 0
F812 0
F7F9 0
F7E8 4
F7E5 0
F7E9 0
F7E1 0
F7CC 0
F7BE 0
F7C2 0
F7CF 0
F7D6 0
F7D3 0
F7CB 0
F7C5 0
F7CE 0
F7EA 0
F804 0
F806 0
F7F9 0
F7F5 0
F809 0
F82F 0
F851 0
F864 0
F867 0
F861 0
F868 0
F87F 0
F897 0
F8A1 0
F8A4 0
F8AB 2
F8BC 0
F8CE 40
F8DB 0
F8E4 2
F8EA 44
F8F2 84
F900 0
F90E 88
F914 0
F90C 0
F8F6 1
F8DA 80
F8C2 82
F8AC 4
F896 88
F87D 84
F860 0
F842 0
F82A 2
F81D 0
F81A 0
F81C 0
F81B 0
F812 0
F806 0
F804 0
F815 0
F82C 0
F838 0
F837 0
F838 0
F840 0
F845 0
F846 0
F847 0
F849 0
F853 0
F867 0
F87B 0
F884 0
F880 0
F87B 0
F882 0
F893 0
F8A1 0
F8A8 28
F8B0 1
F8BD 0
F8CE 20
F8DB 20
F8E3 40
F8E6 0
F8E1 0
F8D7 0
F8CF 0
F8CC 8
F8C6 1
F8BA 2
F8AE 0
F8A1 0
F88D 0
F877 0
F86D 0
F86F 0
F875 0
F86F 0
F854 0
F835 0
F829 0
F833 0
F844 2
F84B 4
F847 0
F844 20
F847 0
F851 0
F860 0
F86C 0
F86F 0
F86D 0
F86E 0
F870 0
F874 0
F879 0
F87B 0
F876 0
F86C 0
F86A 0
F873 0
F87A 0
F874 0
F867 4
F859 1
F84F 1
F84B 0
F84F 9
F855 0
F857 8
F85B 11
F864 20
F870 25
F878 0
F879 0
F87C 8
F888 1
F898 0
F8A3 0
F8A3 0
F89C 10
F893 10
F885 0
F874 0
F866 0
F85B 2
F858 1
F85D 0
F866 0
F86A 0
F86F 0
F87C 11
F88E 4
F89C 4
F8A8 5
F8B6 2
F8C0 10
F8C2 5
F8BD 1
F8B2 0
F8A4 0
F894 0
F887 0
F878 0
F861 0
F847 0
F835 0
F830 0
F831 0
F835 0
F83A 0
F840 0
F845 0
F848 0
F854 0
F865 0
F86F 0
F86F 0
F86C 4
F86A 5
F86F 2
F87B 0
F891 0
F8A7 0
F8AE 0
F8A7 0
F89F 0
F8A6 0
F8B2 0
F8B8 0
F8AD 10
F89C 0
F893 0
F89A 2
F8A8 0
F8AB 0
F8A1 0
F89E 0
F8AC 0
F8BE 0
F8CA 20
F8CD 10
F8C9 0
F8BF 0
F8B5 2
F8B2 0
F8B5 10
F8B1 8
F8A0 0
F88B 0
F87A 0
F871 0
F86B 0
F861 0
F84A 0
F82D 0
F81D 0
F822 0
F82C 0
F82F 0
F826 0
F81F 0
F824 0
F830 0
F83C 0
F844 0
F848 2
F84C 0
F84F 20
F850 0
F853 2
F85A 24
F85F 8
F861 2
F863 0
F86B 0
F877 0
F87E 0
F87C 1
F874 10
F870 40
F86F 40
F86E 0
F865 D
F85D 22
F85B 20
F863 20
F870 0
F877 22
F876 8
F877 0
F883 8
F892 6
F896 2
F888 10
F86E 0
F852 0
F842 31
F83F 20
F83F 0
F834 0
F825 0
F820 20
F828 20
F833 22
F83A 28
F842 0
F848 0
F844 0
F83A 1
F836 0
F83E 0
F845 0
F83F 21
F82D 2A
F81A 0
F813 0
F816 1
F824 0
F838 0
F847 0
F854 0
F866 0
F881 0
F8A2 0
F8BF 0
F8D0 0
F8D7 0
F8D6 1
F8D8 0
F8E2 21
F8EA 8
F8E8 0
F8E1 1
F8DC 0
F8DC 1
F8DE 16
F8E1 0
F8E4 2
F8E7 0
F8ED 0
F8F5 0
F8FA 86
F8F7 80
F8ED 80
F8E4 80
F8DB 30
F8CB B0
F8BB 20
F8B0 88
F8B3 82
F8BB 80
F8BB 0
F8BB 44
F8C1 1
F8CF 3
F8D4 8
F8C8 2
F8AF 0
F898 1
F88C 0
F885 0
F87B 0
F86E 0
F863 0
F85E 0
F869 0
F880 0
F895 0
F89F 0
F8A4 0
F8AC 0
F8BD 0
F8D4 0
F8E4 1
F8E3 20
F8D4 25
F8BE 38
F8B4 0
F8BB A
F8CE 10
F8DE 0
F8E0 0
F8D6 0
F8C8 6
F8C5 0
F8CB 3
F8CC 0
F8BE 0
F8A3 0
F88C 8
F885 0
F88E 0
F89E 0
F8A8 2
F8A8 1
F8A2 0
F8A1 0
F8A7 20
F8AD 0
F8A8 0
F89A 0
F88F 20
F88B 12
F887 4
F881 8
F879 0
F86D 0
F85E 0
F84B 0
F83F 0
F843 0
F84F 0
F858 0
F859 0
F857 0
F859 0
F862 0
F868 0
F862 0
F852 0
F840 0
F832 0
F824 0
F80F 0
F7F9 0
F7E5 0
F7D8 0
F7D9 0
F7E5 0
F7F2 0
F7FA 0
F7FE 0
F7FC 1
F7F7 0
F7EE 1
F7E9 9
F7E6 0
F7E6 0
F7E5 0
F7E6 1
F7EE 8
F7FF 0
F813 0
F81B 0
F811 0
F806 0
F80A 0
F816 0
F81D 0
F81A 0
F80F 0
F7FF 0
F7F5 0
F7F9 0
F805 0
F80B 0
F807 0
F7FF 0
F7F6 0
F7EE 0
F7EA 0
F7E9 0
F7E7 0
F7E0 0
F7D5 0
F7CE 0
F7CE 0
F7D0 0
F7CB 0
F7BE 0
F7B4 0
F7AF 0
F7AD 0
F7AB 0
F7AA 0
F7B0 0
F7C2 0
F7D3 0
F7DC 0
F7E3 0
F7F3 0
F810 0
F825 0
F82A 0
F826 0
F82A 0
F832 8
F836 10
F83A E
F83C 0
F83F 8
F846 2
F855 10
F867 0
F875 0
F87B 0
F880 0
F884 0
F885 0
F883 0
F87F 0
F876 0
F86B 0
F860 0
F852 0
F844 0
F834 0
F82D 0
F830 0
F835 0
F837 0
F839 0
F83F 0
F847 0
F849 0
F83F 0
F831 0
F824 0
F81F 0
F81F 0
F819 0
F809 0
F7FA 0
F7F7 0
F805 0
F81A 0
F82A 0
F831 0
F830 0
F836 0
F848 0
F85B 0
F85F 4
F855 20
F84F 0
F859 23
F86F 20
F87F 20
F880 0
F87A 10
F873 11
F872 0
F874 4
F872 8
F86F 0
F86A 0
F866 1C
F85F 10
F851 8
F848 0
F849 0
F847 0
F839 0
F829 0
F821 0
F81F 0
F81B 0
F815 0
F810 0
F805 0
F7F1 0
F7E0 0
F7E1 0
F7EC 0
F7F1 0
F7EC 0
F7E6 0
F7E5 0
F7EA 0
F7F5 0
F7FD 0
F7FB 0
F7F3 0
F7EE 0
F7F2 0
F7FF 0
F80E 0
F81B 0
F820 0
F817 0
F80D 0
F80C 0
F813 0
F817 0
F81A 0
F81C 0
F825 0
F832 0
F841 0
F84E 0
F855 0
F855 0
F851 0
F84D 0
F846 0
F83E 0
F83C 0
F845 0
F857 0
F869 0
F877 0
F889 0
F8A3 0
F8C1 2
F8D6 0
F8DE 0
F8D9 1
F8C9 21
F8B3 8
F895 14
F86E 20
F839 0
F802 28
F7D4 20
F7BC 8
F7BC 0
F7C9 0
F7D5 0
F7D9 0
F7E1 0
F7F5 0
F80F 0
F821 0
F824 0
F820 0
F822 0
F829 0
F831 0
F83A 0
F843 0
F84E 0
F862 0
F883 0
F8A3 0
F8B2 0
F8B3 0
F8BA 0
F8D0 8
F8EA 1
F8F9 0
F8FD 0
F8FC 0
F900 8
F908 16
F90F 4
F914 0
F913 89
F912 80
F917 C1
F91A 1
F911 82
F8FB 80
F8DD 81
F8B7 88
F88F 84
F863 88
F835 0
F809 0
F7E3 0
F7C7 4
F7B7 20
F7B0 1
F7B1 0
F7C0 0
F7DA 0
F7EA 0
F7EC 0
F7F0 0
F7F9 0
F807 0
F817 0
F823 0
F829 0
F827 0
F828 0
F836 0
F84C 0
F860 0
F867 0
F865 0
F863 0
F868 0
F874 0
F87A 0
F86D 0
F854 5
F844 8
F84A C
F85A 0
F85F 2
F853 0
F841 2
F837 2
F838 1
F843 20
F84E 0
F84B 0
F83E 0
F833 2
F82E 4
F826 0
F813 0
F7F9 12
F7E4 12
F7D6 2
F7CE 0
F7C5 1
F7BA 0
F7B0 0
F7B0 0
F7BF 0
F7D2 0
F7E0 0
F7E8 0
F7F4 0
F802 0
F80F 0
F819 0
F822 0
F82A 0
F832 0
F83A 0
F83E 0
F83F 0
F83E 0
F843 0
F848 0
F846 0
F83C 0
F833 0
F82F 0
F82D 0
F82F 0
F837 0
F842 0
F847 0
F849 0
F84E 0
F856 0
F85A 0
F85E 8
F869 2
F87A 1
F888 2
F88F 0
F896 2
F89D 0
F8A1 0
F8A0 0
F89F 3
F8A2 0
F8A5 2
F8A4 C
F8A1 0
F89D 0
F89A 0
F897 0
F896 40
F89C 0
F8A5 F
F8B3 2
F8C3 0
F8C8 0
F8BD 0
F8AD 0
F8A5 0
F8A4 0
F89C 0
F887 0
F872 0
F865 0
F865 0
F872 0
F882 0
F88E 0
F897 0
F8A2 0
F8AE 0
F8B9 0
F8BD 0
F8B7 A
F8AC 19
F8A0 0
F89D 2
F8A4 4
F8A9 40
F8A6 40
F8A5 0
F8B0 60
F8C3 0
F8D4 2
F8E0 0
F8E5 0
F8E5 0
F8E7 0
F8EA 0
F8EF 0
F8F4 0
F8F9 0
F901 100
F90D 0
F919 0
F91F 0
F919 0
F90F 0
F908 0
F904 0
F902 0
F8FF 0
F8F5 0
F8E3 0
F8CF 0
F8C1 2
F8B9 8
F8AA 0
F88D 0
F86B 0
F850 28
F843 0
F843 0
F844 0
F847 0
F84C 0
F850 0
F853 0
F853 0
F853 0
F855 0
F855 0
F84F 1
F84A 6
F846 0
F845 0
F84A 2
F858 2
F869 50
F874 40
F87C 40
F889 40
F899 0
F8A5 0
F8AE 0
F8B4 0
F8B6 0
F8B9 0
F8BF 1
F8C4 0
F8C5 1
F8BF 0
F8BC 0
F8C0 0
F8C2 2
F8BE 8
F8AE 1
F899 0
F88E 0
F88F 0
F89A 2
F89D 40
F893 10
F882 2
F87A 42
F882 2
F88F 10
F891 1
F885 0
F87F 1
F885 18
F891 11
F898 2
F895 0
F88C 0
F883 8
F87C 0
F87B 0
F87F 0
F880 0
F879 0
F86E 20
F865 4
F863 10
F865 10
F867 8
F865 0
F866 1
F86F 0
F87A 0
F87E 0
F87F 0
F882 0
F887 11
F88F 0
F89B 0
F8AB 0
F8BF 0
F8D2 0
F8DD 0
F8DF 10
F8E1 0
F8E6 0
F8F2 0
F8F8 0
F8F0 0
F8E2 0
F8D8 0
F8D7 10
F8DD 0
F8E0 0
F8DF 0
F8DE 11
F8DE 0
F8D9 0
F8CD 90
F8BF 80
F8B7 80
F8B7 1
F8B5 2
F8B2 0
F8AF 0
F8B0 2
F8B2 2
F8B2 6
F8AD 0
F8A8 15
F8A3 0
F89B 0
F88F 0
F879 0
F85E 0
F844 0
F831 0
F829 0
F82A 0
F837 0
F84A 0
F860 0
F873 0
F881 0
F88E 0
F89D 0
F8AD 0
F8BA 20
F8C1 0
F8C1 0
F8BE 1
F8BC 0
F8B8 0
F8B4 0
F8AE 0
F8A9 0
F8A7 8
F8A6 0
F8A3 0
F89E 0
F89A 1
F897 0
F893 2
F890 0
F894 0
F89D 0
F8A0 0
F897 1
F88C 0
F886 0
F888 0
F88C 24
F890 1
F88E 4
F886 10
F87D 10
F879 0
F87C 0
F87D 0
F874 0
F85F 0
F848 0
F83A 0
F838 0
F83C 0
F83F 0
F844 0
F84E 0
F85E 0
F86A 0
F86C 0
F86C 0
F871 0
F87A 0
F87D 0
F878 0
F86C 0
F864 0
F867 0
F870 0
F877 C
F875 40
F871 43
F875 41
F882 4A
F88B 40
F88B 22
F888 4
F88A 0
F894 0
F89F 16
F89E 0
F893 0
F88D 0
F895 0
F8A6 0
F8AD 0
F8A1 0
F891 10
F88C 0
F891 20
F896 10
F896 2
F895 0
F894 20
F891 0
F88F 24
F891 0
F88F 0
F888 0
F87C 6
F870 0
F868 0
F864 0
F85D 0
F854 0
F84E 0
F84C 0
F84E 0
F851 0
F851 0
F84F 0
F848 0
F83E 0
F835 0
F833 0
F833 0
F833 0
F833 0
F833 6
F832 0
F835 4
F840 0
F84E 8
F859 0
F862 2
F86D 2
F876 0
F877 0
F86E 3
F863 0
F85E 0
F85E 0
F863 0
F86F 0
F87C 0
F886 8
F885 0
F881 0
F87C 0
F876 0
F878 0
F87F 0
F87F 0
F874 0
F864 10
F858 8
F850 0
F848 0
F837 0
F822 0
F80B 0
F7F6 0
F7ED 0
F7F0 0
F7F5 0
F7F3 0
F7EA 0
F7E3 0
F7E0 0
F7DE 0
F7D6 0
F7C5 0
F7B0 0
F79E 0
F79A 0
F7A1 0
F7AD 0
F7BD 0
F7CF 0
F7E1 0
F7F0 0
F7FE 0
F810 0
F822 0
F82B 8
F830 8
F836 0
F83C 20
F845 1
F852 0
F863 41
F86D 1
F870 0
F875 40
F87F 21
F886 20
F887 20
F886 0
F887 10
F88A 0
F88D 0
F88A 0
F885 0
F87E 10
F872 10
F863 4
F851 0
F843 0
F83D 0
F83E 0
F841 0
F83C 0
F830 0
F82A 0
F833 0
F843 0
F84A 0
F849 0
F846 0
F846 0
F848 0
F84A 0
F84C 0
F850 0
F855 0
F85A 0
F85E 0
F860 0
F861 0
F85C 0
F851 0
F84B 0
F84E 0
F852 0
F852 2
F850 0
F852 10
F85A 18
F868 0
F879 2
F884 0
F887 10
F887 8
F888 9
F88D B
F898 8
F8A9 4
F8BC 0
F8CC 2
F8D5 1
F8D8 0
F8DD 4
F8E4 0
F8E2 2
F8D3 20
F8BB 20
F89E 0
F881 0
F866 2
F850 0
F839 30
F820 20
F808 2
F7F5 0
F7F2 0
F7FA 0
F804 0
F80A 0
F809 0
F808 0
F80E 0
F817 0
F819 0
F816 0
F818 0
F822 0
F82F 0
F83B 0
F844 0
F852 0
F85F 0
F867 0
F86F 0
F87F 0
F890 0
F899 2
F897 4
F890 30
F88E 4
F890 40
F897 40
F89C 52
F898 80
F895 80
F897 80
F8A1 8
F8AA 80
F8AA 0
F89B 0
F87D 4
F858 80
F835 42
F81A 40
F802 41
F7E6 5
F7C7 0
F7AE 0
F7A1 0
F797 0
F78E 0
F788 0
F78B 0
F792 0
F79D 0
F7B0 0
F7C8 0
F7D9 0
F7DF 0
F7E2 0
F7E9 0
F7F4 0
F803 0
F814 0
F81F 0
F823 0
F821 0
F824 0
F82C 0
F830 0
F82D 0
F82B 0
F82F 0
F836 0
F836 0
F831 0
F82D 0
F82C 1
F82D 8
F82E 0
F82E 40
F82E 40
F831 40
F837 40
F839 0
F838 4
F838 0
F839 C
F834 0
F829 0
F81E 0
F812 0
F802 10
F7EF 0
F7DD 0
F7D4 0
F7D1 0
F7D0 0
F7D0 0
F7D4 0
F7DD 0
F7E9 0
F7F9 0
F80C 0
F81B 0
F81F 0
F81E 0
F81D 0
F81C 0
F818 0
F811 0
F80E 0
F80F 0
F814 0
F819 0
F81F 0
F825 0
F82B 0
F830 0
F832 0
F831 0
F830 0
F82F 0
F82A 0
F824 0
F81F 0
F81D 0
F818 0
F815 0
F81B 0
F829 0
F835 0
F83A 0
F83A 0
F83B 0
F845 0
F850 0
F851 0
F844 0
F833 0
F824 42
F81A 28
F812 1
F80C 0
F807 4
F802 0
F7FB 0
F7F9 0
F7FD 0
F803 0
F807 0
F807 0
F802 0
F7FB 0
F7F7 0
F7F2 0
F7EB 0
F7DB 0
F7C4 0
F7AF 0
F7A2 0
F79B 0
F797 0
F795 0
F799 0
F7A1 0
F7AB 0
F7B7 0
F7BF 0
F7C1 0
F7BE 0
F7B6 0
F7B0 0
F7AB 0
F7A7 0
F7A5 0
F7A9 0
F7B2 0
F7BD 0
F7CA 0
F7D5 11
F7DF 18
F7E7 0
F7F2 0
F7FC 1
F7FC 8
F7F7 2
F7F1 0
F7F1 20
F7F6 0
F7FF 0
F809 22
F810 0
F818 8
F821 C
F82B 0
F831 0
F831 0
F82C 0
F827 0
F820 0
F817 0
F80A 0
F7FD 0
F7F1 0
F7E6 0
F7E0 0
F7E0 0
F7DE 0
F7D8 0
F7D5 0
F7D6 0
F7DE 0
F7E8 0
F7EF 0
F7F1 0
F7F3 0
F7F5 0
F7FC 0
F800 0
F803 0
F804 0
F802 0
F805 0
F813 0
F824 0
F833 1
F843 2
F855 40
F864 2
F86E 0
F876 0
F87B 0
F87A 0
F877 0
F874 0
F874 0
F872 0
F86E 40
F86B 40
F870 1
F878 E
F87E 45
F883 12
F888 0
F88F 0
F896 0
F89A 8
F897 0
F88D 0
F881 0
F87A 0
F879 0
F87C 0
F87F 0
F882 0
F888 0
F893 0
F89F 0
F8AA 0
F8B1 0
F8B4 0
F8B6 2
F8B7 4
F8BC 0
F8BF 0
F8BD 0
F8B8 0
F8B2 3
F8B0 0
F8AD 0
F8AA 0
F8A5 8
F8A1 0
F8A1 26
F8A6 0
F8AC 0
F8AE 1
F8AE 20
F8AF 8
F8B7 0
F8C1 0
F8CB 0
F8D3 2
F8DA 0
F8E4 0
F8EC 0
F8F2 0
F8F4 0
F8F4 0
F8ED 0
F8E5 0
F8DE 8
F8D6 0
F8CD 0
F8C5 0
F8BE 0
F8B6 0
F8A7 28
F898 0
F88E 0
F885 0
F87A 0
F870 44
F86A 0
F869 52
F86B 40
F86D 0
F86D 4
F86A 0
F863 2
F85E 2
F85C 0
F858 0
F852 0
F847 0
F83D 0
F839 0
F83B 0
F83F 0
F83F 0
F83E 0
F843 0
F855 0
F86E 0
F888 1
F89E 0
F8AF C
F8C0 20
F8CF 20
F8DC 4
F8E3 0
F8E0 20
F8DD 4
F8DD 0
F8DF 0
F8DE 0
F8DA 8
F8D3 0
F8CB 0
F8C7 2
F8C2 0
F8B8 0
F8A9 0
F89A 0
F891 0
F88D 8
F886 0
F880 5
F87B 0
F87B 0
F880 0
F885 1
F887 8
F886 0
F884 0
F884 10
F886 4
F886 0
F882 0
F87A 0
F875 0
F877 0
F87E 0
F884 0
F88B 0
F88E 0
F895 0
F8A3 0
F8AE 8
F8BB 0
F8C7 0
F8D4 4
F8DF 0
F8E7 0
F8EE 0
F8F8 3
F904 40
F90B 8
F90B 20
F908 0
F900 0
F8F3 2
F8E5 28
F8DB 0
F8D4 0
F8CA 0
F8BC 0
F8B0 0
F8AB 0
F8AC 0
F8AF 1
F8B0 0
F8AE 0
F8AA 0
F8A6 0
F8A3 1
F89E 0
F898 1
F894 0
F893 0
F894 0
F898 60
F8A0 40
F8AB 41
F8B4 0
F8B9 24
F8BD 20
F8C2 4
F8C6 0
F8C8 0
F8CB 0
F8CD 0
F8CE 0
F8D0 8
F8D4 0
